"alder";"kjønn";"år";"statistikkvariabel";"Folkemengde, etter alder, kjønn, år og statistikkvariabel"
"000 0 år";"2 Kvinner";"1998";"Personer";29027
"000 0 år";"2 Kvinner";"1999";"Personer";28430
"000 0 år";"2 Kvinner";"2000";"Personer";28887
"000 0 år";"2 Kvinner";"2001";"Personer";28805
"000 0 år";"2 Kvinner";"2002";"Personer";27665
"000 0 år";"2 Kvinner";"2003";"Personer";27193
"000 0 år";"2 Kvinner";"2004";"Personer";27523
"000 0 år";"2 Kvinner";"2005";"Personer";27815
"000 0 år";"2 Kvinner";"2006";"Personer";27808
"000 0 år";"2 Kvinner";"2007";"Personer";28654
"000 0 år";"2 Kvinner";"2008";"Personer";28571
"000 0 år";"2 Kvinner";"2009";"Personer";29434
"000 0 år";"2 Kvinner";"2010";"Personer";30136
"000 0 år";"2 Kvinner";"2011";"Personer";30079
"000 0 år";"2 Kvinner";"2012";"Personer";29330
"000 0 år";"2 Kvinner";"2013";"Personer";29504
"000 0 år";"2 Kvinner";"2014";"Personer";29005
"000 0 år";"2 Kvinner";"2015";"Personer";28839
"000 0 år";"2 Kvinner";"2016";"Personer";28851
"000 0 år";"2 Kvinner";"2017";"Personer";28685
"000 0 år";"2 Kvinner";"2018";"Personer";27628
"001 1 år";"0 Begge kjønn";"1846";"Personer";32831
"001 1 år";"0 Begge kjønn";"1847";"Personer";34214
"001 1 år";"0 Begge kjønn";"1848";"Personer";35461
"001 1 år";"0 Begge kjønn";"1849";"Personer";35614
"001 1 år";"0 Begge kjønn";"1850";"Personer";35105
"001 1 år";"0 Begge kjønn";"1851";"Personer";38845
"001 1 år";"0 Begge kjønn";"1852";"Personer";37983
"001 1 år";"0 Begge kjønn";"1853";"Personer";39124
"001 1 år";"0 Begge kjønn";"1854";"Personer";38374
"001 1 år";"0 Begge kjønn";"1855";"Personer";40248
"001 1 år";"0 Begge kjønn";"1856";"Personer";43558
"001 1 år";"0 Begge kjønn";"1857";"Personer";43175
"001 1 år";"0 Begge kjønn";"1858";"Personer";42856
"001 1 år";"0 Begge kjønn";"1859";"Personer";44850
"001 1 år";"0 Begge kjønn";"1860";"Personer";45883
"001 1 år";"0 Begge kjønn";"1861";"Personer";48465
"001 1 år";"0 Begge kjønn";"1862";"Personer";45616
"001 1 år";"0 Begge kjønn";"1863";"Personer";41940
"001 1 år";"0 Begge kjønn";"1864";"Personer";45290
"001 1 år";"0 Begge kjønn";"1865";"Personer";47461
"001 1 år";"0 Begge kjønn";"1866";"Personer";47964
"001 1 år";"0 Begge kjønn";"1867";"Personer";48714
"001 1 år";"0 Begge kjønn";"1868";"Personer";47091
"001 1 år";"0 Begge kjønn";"1869";"Personer";43896
"001 1 år";"0 Begge kjønn";"1870";"Personer";44289
"001 1 år";"0 Begge kjønn";"1871";"Personer";43107
"001 1 år";"0 Begge kjønn";"1872";"Personer";44057
"001 1 år";"0 Begge kjønn";"1873";"Personer";44636
"001 1 år";"0 Begge kjønn";"1874";"Personer";45423
"001 1 år";"0 Begge kjønn";"1875";"Personer";45618
"001 1 år";"0 Begge kjønn";"1876";"Personer";47870
"001 1 år";"0 Begge kjønn";"1877";"Personer";49126
"001 1 år";"0 Begge kjønn";"1878";"Personer";50247
"001 1 år";"0 Begge kjønn";"1879";"Personer";51572
"001 1 år";"0 Begge kjønn";"1880";"Personer";52281
"001 1 år";"0 Begge kjønn";"1881";"Personer";54145
"001 1 år";"0 Begge kjønn";"1882";"Personer";51612
"001 1 år";"0 Begge kjønn";"1883";"Personer";49685
"001 1 år";"0 Begge kjønn";"1884";"Personer";50974
"001 1 år";"0 Begge kjønn";"1885";"Personer";52453
"001 1 år";"0 Begge kjønn";"1886";"Personer";53806
"001 1 år";"0 Begge kjønn";"1887";"Personer";54416
"001 1 år";"0 Begge kjønn";"1888";"Personer";53709
"001 1 år";"0 Begge kjønn";"1889";"Personer";54983
"001 1 år";"0 Begge kjønn";"1890";"Personer";52695
"001 1 år";"0 Begge kjønn";"1891";"Personer";51632
"001 1 år";"0 Begge kjønn";"1892";"Personer";54160
"001 1 år";"0 Begge kjønn";"1893";"Personer";54418
"001 1 år";"0 Begge kjønn";"1894";"Personer";53158
"001 1 år";"0 Begge kjønn";"1895";"Personer";54633
"001 1 år";"0 Begge kjønn";"1896";"Personer";53985
"001 1 år";"0 Begge kjønn";"1897";"Personer";56588
"001 1 år";"0 Begge kjønn";"1898";"Personer";56382
"001 1 år";"0 Begge kjønn";"1899";"Personer";57592
"001 1 år";"0 Begge kjønn";"1900";"Personer";58847
"001 1 år";"0 Begge kjønn";"1901";"Personer";58974
"001 1 år";"0 Begge kjønn";"1902";"Personer";59742
"001 1 år";"0 Begge kjønn";"1903";"Personer";60462
"001 1 år";"0 Begge kjønn";"1904";"Personer";60182
"001 1 år";"0 Begge kjønn";"1905";"Personer";59343
"001 1 år";"0 Begge kjønn";"1906";"Personer";58190
"001 1 år";"0 Begge kjønn";"1907";"Personer";56745
"001 1 år";"0 Begge kjønn";"1908";"Personer";57125
"001 1 år";"0 Begge kjønn";"1909";"Personer";56390
"001 1 år";"0 Begge kjønn";"1910";"Personer";56557
"001 1 år";"0 Begge kjønn";"1911";"Personer";58450
"001 1 år";"0 Begge kjønn";"1912";"Personer";56734
"001 1 år";"0 Begge kjønn";"1913";"Personer";56719
"001 1 år";"0 Begge kjønn";"1914";"Personer";57408
"001 1 år";"0 Begge kjønn";"1915";"Personer";57182
"001 1 år";"0 Begge kjønn";"1916";"Personer";57739
"001 1 år";"0 Begge kjønn";"1917";"Personer";54132
"001 1 år";"0 Begge kjønn";"1918";"Personer";56826
"001 1 år";"0 Begge kjønn";"1919";"Personer";59434
"001 1 år";"0 Begge kjønn";"1920";"Personer";58776
"001 1 år";"0 Begge kjønn";"1921";"Personer";54935
"001 1 år";"0 Begge kjønn";"1922";"Personer";64635
"001 1 år";"0 Begge kjønn";"1923";"Personer";60706
"001 1 år";"0 Begge kjønn";"1924";"Personer";59093
"001 1 år";"0 Begge kjønn";"1925";"Personer";58311
"001 1 år";"0 Begge kjønn";"1926";"Personer";54942
"001 1 år";"0 Begge kjønn";"1927";"Personer";51353
"001 1 år";"0 Begge kjønn";"1928";"Personer";51458
"001 1 år";"0 Begge kjønn";"1929";"Personer";47794
"001 1 år";"0 Begge kjønn";"1930";"Personer";47271
"001 1 år";"0 Begge kjønn";"1931";"Personer";45720
"001 1 år";"0 Begge kjønn";"1932";"Personer";45446
"001 1 år";"0 Begge kjønn";"1933";"Personer";43724
"001 1 år";"0 Begge kjønn";"1934";"Personer";43163
"001 1 år";"0 Begge kjønn";"1935";"Personer";40119
"001 1 år";"0 Begge kjønn";"1936";"Personer";39936
"001 1 år";"0 Begge kjønn";"1937";"Personer";39470
"001 1 år";"0 Begge kjønn";"1938";"Personer";40311
"001 1 år";"0 Begge kjønn";"1939";"Personer";41863
"001 1 år";"0 Begge kjønn";"1940";"Personer";43492
"001 1 år";"0 Begge kjønn";"1941";"Personer";44683
"001 1 år";"0 Begge kjønn";"1942";"Personer";45931
"001 1 år";"0 Begge kjønn";"1943";"Personer";43958
"001 1 år";"0 Begge kjønn";"1944";"Personer";51277
"001 1 år";"0 Begge kjønn";"1945";"Personer";55135
"001 1 år";"0 Begge kjønn";"1946";"Personer";60187
"001 1 år";"0 Begge kjønn";"1947";"Personer";59658
"001 1 år";"0 Begge kjønn";"1948";"Personer";68620
"001 1 år";"0 Begge kjønn";"1949";"Personer";65898
"001 1 år";"0 Begge kjønn";"1950";"Personer";63622
"001 1 år";"0 Begge kjønn";"1951";"Personer";61159
"001 1 år";"0 Begge kjønn";"1952";"Personer";60640
"001 1 år";"0 Begge kjønn";"1953";"Personer";58953
"001 1 år";"0 Begge kjønn";"1954";"Personer";60991
"001 1 år";"0 Begge kjønn";"1955";"Personer";61571
"001 1 år";"0 Begge kjønn";"1956";"Personer";61320
"001 1 år";"0 Begge kjønn";"1957";"Personer";62042
"001 1 år";"0 Begge kjønn";"1958";"Personer";62786
"001 1 år";"0 Begge kjønn";"1959";"Personer";61677
"001 1 år";"0 Begge kjønn";"1960";"Personer";61856
"001 1 år";"0 Begge kjønn";"1961";"Personer";61508
"001 1 år";"0 Begge kjønn";"1962";"Personer";60421
"001 1 år";"0 Begge kjønn";"1963";"Personer";61409
"001 1 år";"0 Begge kjønn";"1964";"Personer";61138
"001 1 år";"0 Begge kjønn";"1965";"Personer";62232
"001 1 år";"0 Begge kjønn";"1966";"Personer";64420
"001 1 år";"0 Begge kjønn";"1967";"Personer";64926
"001 1 år";"0 Begge kjønn";"1968";"Personer";65634
"001 1 år";"0 Begge kjønn";"1969";"Personer";65517
"001 1 år";"0 Begge kjønn";"1970";"Personer";66656
"001 1 år";"0 Begge kjønn";"1971";"Personer";67098
"001 1 år";"0 Begge kjønn";"1972";"Personer";64161
"001 1 år";"0 Begge kjønn";"1973";"Personer";65013
"001 1 år";"0 Begge kjønn";"1974";"Personer";63781
"001 1 år";"0 Begge kjønn";"1975";"Personer";60911
"001 1 år";"0 Begge kjønn";"1976";"Personer";59380
"001 1 år";"0 Begge kjønn";"1977";"Personer";56050
"001 1 år";"0 Begge kjønn";"1978";"Personer";53327
"001 1 år";"0 Begge kjønn";"1979";"Personer";50826
"001 1 år";"0 Begge kjønn";"1980";"Personer";51615
"001 1 år";"0 Begge kjønn";"1981";"Personer";51431
"001 1 år";"0 Begge kjønn";"1982";"Personer";51066
"001 1 år";"0 Begge kjønn";"1983";"Personer";50777
"001 1 år";"0 Begge kjønn";"1984";"Personer";51149
"001 1 år";"0 Begge kjønn";"1985";"Personer";49947
"001 1 år";"0 Begge kjønn";"1986";"Personer";50374
"001 1 år";"0 Begge kjønn";"1987";"Personer";51137
"001 1 år";"0 Begge kjønn";"1988";"Personer";52643
"001 1 år";"0 Begge kjønn";"1989";"Personer";54165
"001 1 år";"0 Begge kjønn";"1990";"Personer";57422
"001 1 år";"0 Begge kjønn";"1991";"Personer";59209
"001 1 år";"0 Begge kjønn";"1992";"Personer";60954
"001 1 år";"0 Begge kjønn";"1993";"Personer";61069
"001 1 år";"0 Begge kjønn";"1994";"Personer";60488
"001 1 år";"0 Begge kjønn";"1995";"Personer";59889
"001 1 år";"0 Begge kjønn";"1996";"Personer";60208
"001 1 år";"0 Begge kjønn";"1997";"Personer";60480
"001 1 år";"0 Begge kjønn";"1998";"Personer";61238
"001 1 år";"0 Begge kjønn";"1999";"Personer";60209
"001 1 år";"0 Begge kjønn";"2000";"Personer";58879
"001 1 år";"0 Begge kjønn";"2001";"Personer";59745
"001 1 år";"0 Begge kjønn";"2002";"Personer";59588
"001 1 år";"0 Begge kjønn";"2003";"Personer";57294
"001 1 år";"0 Begge kjønn";"2004";"Personer";56259
"001 1 år";"0 Begge kjønn";"2005";"Personer";57412
"001 1 år";"0 Begge kjønn";"2006";"Personer";57756
"001 1 år";"0 Begge kjønn";"2007";"Personer";57704
"001 1 år";"0 Begge kjønn";"2008";"Personer";59541
"001 1 år";"0 Begge kjønn";"2009";"Personer";59470
"001 1 år";"0 Begge kjønn";"2010";"Personer";61562
"001 1 år";"0 Begge kjønn";"2011";"Personer";62961
"001 1 år";"0 Begge kjønn";"2012";"Personer";62521
"001 1 år";"0 Begge kjønn";"2013";"Personer";61429
"001 1 år";"0 Begge kjønn";"2014";"Personer";61440
"001 1 år";"0 Begge kjønn";"2015";"Personer";60097
"001 1 år";"0 Begge kjønn";"2016";"Personer";60091
"001 1 år";"0 Begge kjønn";"2017";"Personer";60000
"001 1 år";"0 Begge kjønn";"2018";"Personer";60067
"001 1 år";"1 Menn";"1846";"Personer";16699
"001 1 år";"1 Menn";"1847";"Personer";17265
"001 1 år";"1 Menn";"1848";"Personer";18075
"001 1 år";"1 Menn";"1849";"Personer";18108
"001 1 år";"1 Menn";"1850";"Personer";17605
"001 1 år";"1 Menn";"1851";"Personer";19803
"001 1 år";"1 Menn";"1852";"Personer";19179
"001 1 år";"1 Menn";"1853";"Personer";19941
"001 1 år";"1 Menn";"1854";"Personer";19329
"001 1 år";"1 Menn";"1855";"Personer";20500
"001 1 år";"1 Menn";"1856";"Personer";22233
"001 1 år";"1 Menn";"1857";"Personer";21980
"001 1 år";"1 Menn";"1858";"Personer";21906
"001 1 år";"1 Menn";"1859";"Personer";22771
"001 1 år";"1 Menn";"1860";"Personer";23294
"001 1 år";"1 Menn";"1861";"Personer";24767
"001 1 år";"1 Menn";"1862";"Personer";23283
"001 1 år";"1 Menn";"1863";"Personer";21259
"001 1 år";"1 Menn";"1864";"Personer";23051
"001 1 år";"1 Menn";"1865";"Personer";24117
"001 1 år";"1 Menn";"1866";"Personer";24410
"001 1 år";"1 Menn";"1867";"Personer";24650
"001 1 år";"1 Menn";"1868";"Personer";23926
"001 1 år";"1 Menn";"1869";"Personer";22329
"001 1 år";"1 Menn";"1870";"Personer";22543
"001 1 år";"1 Menn";"1871";"Personer";21884
"001 1 år";"1 Menn";"1872";"Personer";22321
"001 1 år";"1 Menn";"1873";"Personer";22743
"001 1 år";"1 Menn";"1874";"Personer";22964
"001 1 år";"1 Menn";"1875";"Personer";22938
"001 1 år";"1 Menn";"1876";"Personer";24326
"001 1 år";"1 Menn";"1877";"Personer";25110
"001 1 år";"1 Menn";"1878";"Personer";25360
"001 1 år";"1 Menn";"1879";"Personer";26441
"001 1 år";"1 Menn";"1880";"Personer";26451
"001 1 år";"1 Menn";"1881";"Personer";27541
"001 1 år";"1 Menn";"1882";"Personer";26301
"001 1 år";"1 Menn";"1883";"Personer";25409
"001 1 år";"1 Menn";"1884";"Personer";26050
"001 1 år";"1 Menn";"1885";"Personer";26769
"001 1 år";"1 Menn";"1886";"Personer";27452
"001 1 år";"1 Menn";"1887";"Personer";27732
"001 1 år";"1 Menn";"1888";"Personer";27436
"001 1 år";"1 Menn";"1889";"Personer";28109
"001 1 år";"1 Menn";"1890";"Personer";26926
"001 1 år";"1 Menn";"1891";"Personer";26389
"001 1 år";"1 Menn";"1892";"Personer";27599
"001 1 år";"1 Menn";"1893";"Personer";27649
"001 1 år";"1 Menn";"1894";"Personer";27364
"001 1 år";"1 Menn";"1895";"Personer";27930
"001 1 år";"1 Menn";"1896";"Personer";27496
"001 1 år";"1 Menn";"1897";"Personer";28954
"001 1 år";"1 Menn";"1898";"Personer";28721
"001 1 år";"1 Menn";"1899";"Personer";29102
"001 1 år";"1 Menn";"1900";"Personer";29887
"001 1 år";"1 Menn";"1901";"Personer";30019
"001 1 år";"1 Menn";"1902";"Personer";30433
"001 1 år";"1 Menn";"1903";"Personer";30751
"001 1 år";"1 Menn";"1904";"Personer";30701
"001 1 år";"1 Menn";"1905";"Personer";30164
"001 1 år";"1 Menn";"1906";"Personer";29560
"001 1 år";"1 Menn";"1907";"Personer";28870
"001 1 år";"1 Menn";"1908";"Personer";29138
"001 1 år";"1 Menn";"1909";"Personer";28693
"001 1 år";"1 Menn";"1910";"Personer";29000
"001 1 år";"1 Menn";"1911";"Personer";29793
"001 1 år";"1 Menn";"1912";"Personer";28872
"001 1 år";"1 Menn";"1913";"Personer";28963
"001 1 år";"1 Menn";"1914";"Personer";29310
"001 1 år";"1 Menn";"1915";"Personer";29180
"001 1 år";"1 Menn";"1916";"Personer";29678
"001 1 år";"1 Menn";"1917";"Personer";27451
"001 1 år";"1 Menn";"1918";"Personer";28932
"001 1 år";"1 Menn";"1919";"Personer";30335
"001 1 år";"1 Menn";"1920";"Personer";29959
"001 1 år";"1 Menn";"1921";"Personer";28361
"001 1 år";"1 Menn";"1922";"Personer";32951
"001 1 år";"1 Menn";"1923";"Personer";30859
"001 1 år";"1 Menn";"1924";"Personer";29967
"001 1 år";"1 Menn";"1925";"Personer";29872
"001 1 år";"1 Menn";"1926";"Personer";28251
"001 1 år";"1 Menn";"1927";"Personer";26211
"001 1 år";"1 Menn";"1928";"Personer";26247
"001 1 år";"1 Menn";"1929";"Personer";24353
"001 1 år";"1 Menn";"1930";"Personer";23999
"001 1 år";"1 Menn";"1931";"Personer";23469
"001 1 år";"1 Menn";"1932";"Personer";23270
"001 1 år";"1 Menn";"1933";"Personer";22237
"001 1 år";"1 Menn";"1934";"Personer";22102
"001 1 år";"1 Menn";"1935";"Personer";20680
"001 1 år";"1 Menn";"1936";"Personer";20512
"001 1 år";"1 Menn";"1937";"Personer";20081
"001 1 år";"1 Menn";"1938";"Personer";20619
"001 1 år";"1 Menn";"1939";"Personer";21444
"001 1 år";"1 Menn";"1940";"Personer";22233
"001 1 år";"1 Menn";"1941";"Personer";22722
"001 1 år";"1 Menn";"1942";"Personer";23596
"001 1 år";"1 Menn";"1943";"Personer";22516
"001 1 år";"1 Menn";"1944";"Personer";26303
"001 1 år";"1 Menn";"1945";"Personer";28369
"001 1 år";"1 Menn";"1946";"Personer";31100
"001 1 år";"1 Menn";"1947";"Personer";30643
"001 1 år";"1 Menn";"1948";"Personer";35248
"001 1 år";"1 Menn";"1949";"Personer";33689
"001 1 år";"1 Menn";"1950";"Personer";32966
"001 1 år";"1 Menn";"1951";"Personer";31452
"001 1 år";"1 Menn";"1952";"Personer";31167
"001 1 år";"1 Menn";"1953";"Personer";30471
"001 1 år";"1 Menn";"1954";"Personer";31450
"001 1 år";"1 Menn";"1955";"Personer";31496
"001 1 år";"1 Menn";"1956";"Personer";31301
"001 1 år";"1 Menn";"1957";"Personer";31862
"001 1 år";"1 Menn";"1958";"Personer";32086
"001 1 år";"1 Menn";"1959";"Personer";31597
"001 1 år";"1 Menn";"1960";"Personer";31676
"001 1 år";"1 Menn";"1961";"Personer";31644
"001 1 år";"1 Menn";"1962";"Personer";30897
"001 1 år";"1 Menn";"1963";"Personer";31646
"001 1 år";"1 Menn";"1964";"Personer";31353
"001 1 år";"1 Menn";"1965";"Personer";31761
"001 1 år";"1 Menn";"1966";"Personer";33324
"001 1 år";"1 Menn";"1967";"Personer";33540
"001 1 år";"1 Menn";"1968";"Personer";33862
"001 1 år";"1 Menn";"1969";"Personer";33585
"001 1 år";"1 Menn";"1970";"Personer";34252
"001 1 år";"1 Menn";"1971";"Personer";34435
"001 1 år";"1 Menn";"1972";"Personer";32980
"001 1 år";"1 Menn";"1973";"Personer";33241
"001 1 år";"1 Menn";"1974";"Personer";32667
"001 1 år";"1 Menn";"1975";"Personer";31305
"001 1 år";"1 Menn";"1976";"Personer";30149
"001 1 år";"1 Menn";"1977";"Personer";28600
"001 1 år";"1 Menn";"1978";"Personer";27255
"001 1 år";"1 Menn";"1979";"Personer";26038
"001 1 år";"1 Menn";"1980";"Personer";26478
"001 1 år";"1 Menn";"1981";"Personer";26358
"001 1 år";"1 Menn";"1982";"Personer";26303
"001 1 år";"1 Menn";"1983";"Personer";25780
"001 1 år";"1 Menn";"1984";"Personer";26333
"001 1 år";"1 Menn";"1985";"Personer";25744
"001 1 år";"1 Menn";"1986";"Personer";25768
"001 1 år";"1 Menn";"1987";"Personer";26230
"001 1 år";"1 Menn";"1988";"Personer";27091
"001 1 år";"1 Menn";"1989";"Personer";27531
"001 1 år";"1 Menn";"1990";"Personer";29434
"001 1 år";"1 Menn";"1991";"Personer";30387
"001 1 år";"1 Menn";"1992";"Personer";31234
"001 1 år";"1 Menn";"1993";"Personer";31410
"001 1 år";"1 Menn";"1994";"Personer";31308
"001 1 år";"1 Menn";"1995";"Personer";30630
"001 1 år";"1 Menn";"1996";"Personer";30953
"001 1 år";"1 Menn";"1997";"Personer";31078
"001 1 år";"1 Menn";"1998";"Personer";31558
"001 1 år";"1 Menn";"1999";"Personer";30910
"001 1 år";"1 Menn";"2000";"Personer";30134
"001 1 år";"1 Menn";"2001";"Personer";30655
"001 1 år";"1 Menn";"2002";"Personer";30549
"001 1 år";"1 Menn";"2003";"Personer";29269
"001 1 år";"1 Menn";"2004";"Personer";28641
"001 1 år";"1 Menn";"2005";"Personer";29346
"001 1 år";"1 Menn";"2006";"Personer";29535
"001 1 år";"1 Menn";"2007";"Personer";29507
"001 1 år";"1 Menn";"2008";"Personer";30519
"001 1 år";"1 Menn";"2009";"Personer";30466
"001 1 år";"1 Menn";"2010";"Personer";31697
"001 1 år";"1 Menn";"2011";"Personer";32375
"001 1 år";"1 Menn";"2012";"Personer";32004
"001 1 år";"1 Menn";"2013";"Personer";31653
"001 1 år";"1 Menn";"2014";"Personer";31532
"001 1 år";"1 Menn";"2015";"Personer";30674
"001 1 år";"1 Menn";"2016";"Personer";30896
"001 1 år";"1 Menn";"2017";"Personer";30862
"001 1 år";"1 Menn";"2018";"Personer";31029
"001 1 år";"2 Kvinner";"1846";"Personer";16132
"001 1 år";"2 Kvinner";"1847";"Personer";16949
"001 1 år";"2 Kvinner";"1848";"Personer";17386
"001 1 år";"2 Kvinner";"1849";"Personer";17506
"001 1 år";"2 Kvinner";"1850";"Personer";17500
"001 1 år";"2 Kvinner";"1851";"Personer";19042
"001 1 år";"2 Kvinner";"1852";"Personer";18804
"001 1 år";"2 Kvinner";"1853";"Personer";19183
"001 1 år";"2 Kvinner";"1854";"Personer";19045
"001 1 år";"2 Kvinner";"1855";"Personer";19748
"001 1 år";"2 Kvinner";"1856";"Personer";21325
"001 1 år";"2 Kvinner";"1857";"Personer";21195
"001 1 år";"2 Kvinner";"1858";"Personer";20950
"001 1 år";"2 Kvinner";"1859";"Personer";22079
"001 1 år";"2 Kvinner";"1860";"Personer";22589
"001 1 år";"2 Kvinner";"1861";"Personer";23698
"001 1 år";"2 Kvinner";"1862";"Personer";22333
"001 1 år";"2 Kvinner";"1863";"Personer";20681
"001 1 år";"2 Kvinner";"1864";"Personer";22239
"001 1 år";"2 Kvinner";"1865";"Personer";23344
"001 1 år";"2 Kvinner";"1866";"Personer";23554
"001 1 år";"2 Kvinner";"1867";"Personer";24064
"001 1 år";"2 Kvinner";"1868";"Personer";23165
"001 1 år";"2 Kvinner";"1869";"Personer";21567
"001 1 år";"2 Kvinner";"1870";"Personer";21746
"001 1 år";"2 Kvinner";"1871";"Personer";21223
"001 1 år";"2 Kvinner";"1872";"Personer";21736
"001 1 år";"2 Kvinner";"1873";"Personer";21893
"001 1 år";"2 Kvinner";"1874";"Personer";22459
"001 1 år";"2 Kvinner";"1875";"Personer";22680
"001 1 år";"2 Kvinner";"1876";"Personer";23544
"001 1 år";"2 Kvinner";"1877";"Personer";24016
"001 1 år";"2 Kvinner";"1878";"Personer";24887
"001 1 år";"2 Kvinner";"1879";"Personer";25131
"001 1 år";"2 Kvinner";"1880";"Personer";25830
"001 1 år";"2 Kvinner";"1881";"Personer";26604
"001 1 år";"2 Kvinner";"1882";"Personer";25311
"001 1 år";"2 Kvinner";"1883";"Personer";24276
"001 1 år";"2 Kvinner";"1884";"Personer";24924
"001 1 år";"2 Kvinner";"1885";"Personer";25684
"001 1 år";"2 Kvinner";"1886";"Personer";26354
"001 1 år";"2 Kvinner";"1887";"Personer";26684
"001 1 år";"2 Kvinner";"1888";"Personer";26273
"001 1 år";"2 Kvinner";"1889";"Personer";26874
"001 1 år";"2 Kvinner";"1890";"Personer";25769
"001 1 år";"2 Kvinner";"1891";"Personer";25243
"001 1 år";"2 Kvinner";"1892";"Personer";26561
"001 1 år";"2 Kvinner";"1893";"Personer";26769
"001 1 år";"2 Kvinner";"1894";"Personer";25794
"001 1 år";"2 Kvinner";"1895";"Personer";26703
"001 1 år";"2 Kvinner";"1896";"Personer";26489
"001 1 år";"2 Kvinner";"1897";"Personer";27634
"001 1 år";"2 Kvinner";"1898";"Personer";27661
"001 1 år";"2 Kvinner";"1899";"Personer";28490
"001 1 år";"2 Kvinner";"1900";"Personer";28960
"001 1 år";"2 Kvinner";"1901";"Personer";28955
